header,title,titleUrl,subtitles,time,products,activityControls,description,details,channel_name
YouTube,"Chio Heartbreakers, verleidelijk lekker を視聴しました",https://www.youtube.com/watch?v=v6oVI8tYIEQ,,2026-01-26 18:17:34.947000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",19:17 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Chio
YouTube,NL-NL | D7095 | MA-UAC1-VID-VO-UGC-BAF-HK | Women | Seller | 16x9 | 30s | .mp4 を視聴しました,https://www.youtube.com/watch?v=PlAYe4yHPNA,,2026-01-26 14:07:22.235000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",15:07 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Vinted
YouTube,ANWB 500EURO SQUARE 10s no URL VO を視聴しました,https://www.youtube.com/watch?v=DJTYa-mDHt8,,2026-01-26 14:07:06.316000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]","15:07 で再生済み
14:33 で再生済み","[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",ANWB Communicatie
YouTube,https://www.youtube.com/watch?v=6704J0hCfXQ を視聴しました,https://www.youtube.com/watch?v=6704J0hCfXQ,,2026-01-26 14:00:20.643000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",15:00 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",error
YouTube,NL-NL | D7636 | Blank Again | Mix | Seller | 16x9 | 15s | .mp4 を視聴しました,https://www.youtube.com/watch?v=HJ-ZJEI1f-A,,2026-01-26 14:00:05.256000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",15:00 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Vinted
YouTube,【SixTONESANN】ガチヌー民松村北斗のライブ参戦日記【文字起こし】 を視聴しました,https://www.youtube.com/watch?v=QMCQuQ7pi1s,"[{""name"": ""\u306e\u5b50"", ""url"": ""https://www.youtube.com/channel/UCCR6YGmx5dx_jGt4QoY7S9g""}]",2026-01-26 13:49:26.265000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,の子
YouTube,Vakantie op Duinrell: ontdek het aanbod voor 2026 🐸☀️ を視聴しました,https://www.youtube.com/watch?v=_Y7CwRbA6g0,,2026-01-26 13:49:14.698000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:49 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Duinrell
YouTube,1080x1920 Sim Only 20GB voor 1 euro 15sec を視聴しました,https://www.youtube.com/watch?v=Zsx_tonvdNQ,,2026-01-26 13:48:54.002000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:48 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Simyo Nederland
YouTube,NL-NL | D7095 | MA-UAC1-VID-VO-UGC-BAF-HK | Women | Seller | 9x16 | 30s | .mp4 を視聴しました,https://www.youtube.com/watch?v=AlVCpfHhSLc,,2026-01-26 13:46:09.683000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:46 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Vinted
YouTube,FlexiTog EU BV - Bespaar 10% met EU10GA Code を視聴しました,https://www.youtube.com/watch?v=esLMG9R2XE0,,2026-01-26 13:38:04.674000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:38 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Video ad upload channel for 164-877-1529
YouTube,Vind jij een gouden hartje in je zak? Dan win je 10.000 euro! を視聴しました,https://www.youtube.com/watch?v=s3HkJwDJLXY,,2026-01-26 13:37:44.394000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:37 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Lay's Nederland
YouTube,KeepItSneaker を視聴しました,https://www.youtube.com/watch?v=NYPdSIpGK9U,,2026-01-26 13:33:16.965000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:33 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Video ad upload channel for 540-932-8688
YouTube,スピーチを全カットされた松村北斗のアカデミー賞での裏話【 SixTONESANN 】 を視聴しました,https://www.youtube.com/watch?v=3YTlxHJ3pWc,"[{""name"": ""\u306f\u3093\u3070\u30fc\u3050\u3010SixTONES \u6587\u5b57\u8d77\u3053\u3057\u3011"", ""url"": ""https://www.youtube.com/channel/UCOmVF4pM0GCnZZbXMSVczGw""}]",2026-01-26 13:27:30.009000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,はんばーぐ【SixTONES 文字起こし】
YouTube,NL-NL | D6412 | SA-UAC1-VO | Women | Seller | 16x9 | 15s | .mp4 を視聴しました,https://www.youtube.com/watch?v=EjL2UJimc4M,,2026-01-26 13:27:09.489000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]","14:27 で再生済み
10:52 で再生済み","[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Vinted
YouTube,【SixTONES文字起こし】結婚は無理そうな髙地優吾と田中樹ww を視聴しました,https://www.youtube.com/watch?v=7NEddrXPgpI,"[{""name"": ""sixtones\u6587\u5b57\u304a\u8d8a\u3057"", ""url"": ""https://www.youtube.com/channel/UCefXFnRlvbZPvmz5frtC1jQ""}]",2026-01-26 13:19:25.246000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,sixtones文字お越し
YouTube,EuroParcs Zuiderzee を視聴しました,https://www.youtube.com/watch?v=4VLR6CorhiY,,2026-01-26 13:18:54.585000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:18 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",EuroParcs Vakantieparken
YouTube,GoldRepublic | Web Flow を視聴しました,https://www.youtube.com/watch?v=KK6aFv7Z1kg,,2026-01-26 13:18:18.686000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:18 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",GoldRepublic Global
YouTube,【SixTONES文字起こし】京本大我は成人式にいってない？田中樹に煽られる？！ を視聴しました,https://www.youtube.com/watch?v=JednJiyfmYY,"[{""name"": ""sixtones\u6587\u5b57\u304a\u8d8a\u3057"", ""url"": ""https://www.youtube.com/channel/UCefXFnRlvbZPvmz5frtC1jQ""}]",2026-01-26 13:05:41.020000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,sixtones文字お越し
YouTube,Japro 2026 - NL - dagdeal 4 を視聴しました,https://www.youtube.com/watch?v=GXWou8xjHic,,2026-01-26 13:05:33.887000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:05 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",bol
YouTube,Shortened: en us language learning journey variants language selector vo 30s vid 1920x1080 12 13 202 を視聴しました,https://www.youtube.com/watch?v=1iZY-eGtX_o,,2026-01-26 13:05:25.998000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",14:05 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Video ad upload channel for 110-014-9090
YouTube,100% groene stroom tegen een scherp tarief を視聴しました,https://www.youtube.com/watch?v=J2nP1jBWi0U,,2026-01-26 09:46:57.793000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",10:46 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Greenchoice
YouTube,INH CARDS METALPLAN 416783 BENELUXTravel Benefits UGCxAI 16x9 6s A 1 NL NL Jun2025 を視聴しました,https://www.youtube.com/watch?v=qWok-Ncbhro,,2026-01-26 09:46:51.320000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",10:46 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Revolut
YouTube,SixTONES【俺たちに絆はあるのか!?inシンガポール】6周年記念㊗️超大型企画 を視聴しました,https://www.youtube.com/watch?v=RtDfRvCiBEo,"[{""name"": ""SixTONES"", ""url"": ""https://www.youtube.com/channel/UCwjAKjycHHT1QzHrQN5Stww""}]",2026-01-26 09:40:48.199000,"[""YouTube""]","[""YouTube \u306e\u518d\u751f\u5c65\u6b74""]",,,SixTONES
YouTube,Shortened: en us smec animated career variant subtitles vo 30s vid 1920x1080 12 13 2024 を視聴しました,https://www.youtube.com/watch?v=JttriFT-15I,,2026-01-26 09:40:39.310000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",10:40 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Video ad upload channel for 110-014-9090
YouTube,Red Bull Express Delivery NL 15sec 1920x1080 YouTube を視聴しました,https://www.youtube.com/watch?v=WrbBW0M9aio,,2026-01-26 09:40:23.740000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",10:40 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Red Bull Gives You Wiiings
YouTube,Women_ThemeF_16x9_Wellness_Move_15s_Video.mp4 を視聴しました,https://www.youtube.com/watch?v=_XhxSciTdnA,,2026-01-26 07:05:03.702000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]","8:05 で再生済み
6:48 で再生済み","[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",H&M
YouTube,LEGO Botanicals Bouw het met liefde を視聴しました,https://www.youtube.com/watch?v=2bmBkfarBd8,,2026-01-26 07:04:48.240000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",8:04 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",The LEGO Group
YouTube,Pre-Order Trailer NL を視聴しました,https://www.youtube.com/watch?v=YueUBLvTDnQ,,2026-01-26 06:59:28.934000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:59 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Xbox International Trailers
YouTube,NL-NL | D7637 | Blank Again | Mix | Buyer | 16x9 | 15s | .mp4 を視聴しました,https://www.youtube.com/watch?v=ZrPcvQ8YETk,,2026-01-26 06:59:13.443000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:59 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Vinted
YouTube,Revolut NL ATL25 BrandAV Product FraudPrevention Security 15 Digital 16x9 を視聴しました,https://www.youtube.com/watch?v=LpWkj8sOef0,,2026-01-26 06:53:36.502000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:53 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Revolut
YouTube,2026Q1A platform val go awa fmg social video 02 logo horizontal 15sec some youtube を視聴しました,https://www.youtube.com/watch?v=RFh2UThQA6M,,2026-01-26 06:53:20.949000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]","7:53 で再生済み
7:18 で再生済み","[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",TheOfficialPandora
YouTube,Japro 2026 - NL - Gen-z deal 5 short を視聴しました,https://www.youtube.com/watch?v=SY-ikhje-2o,,2026-01-26 06:47:48.813000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:47 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",bol
YouTube,Thuisbezorgd.nl を視聴しました,https://www.youtube.com/watch?v=Nb3ld1-yUtU,,2026-01-26 06:47:18.181000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:47 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Thuisbezorgd.nl - Online Eten Bestellen
YouTube,LEGO Botanicals_Bouw het met liefde を視聴しました,https://www.youtube.com/watch?v=H3DZRIjWbV0,,2026-01-26 06:41:52.388000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:41 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",The LEGO Group
YouTube,Finally Taco Friday! を視聴しました,https://www.youtube.com/watch?v=JyOe-ypjGdY,,2026-01-26 06:36:24.045000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:36 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Santa Maria Benelux
YouTube,Marktplaats Reclame | Supersnel adverteren met onze AI-tool を視聴しました,https://www.youtube.com/watch?v=GyUCnI4KAOU,,2026-01-26 06:36:03.728000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]","7:36 で再生済み
6:59 で再生済み","[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Marktplaats
YouTube,snickers eu football 1224 round table have you ever jose 20 16x9 guide v2 NL 200591 3 を視聴しました,https://www.youtube.com/watch?v=_AZYN7f0UZo,,2026-01-26 06:30:45.381000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:30 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",Snickers Nederland
YouTube,Women_ThemeF_16x9_Wellness_Move_6s_Video.mp4 を視聴しました,https://www.youtube.com/watch?v=qt5UKNQQWzI,,2026-01-26 06:25:30.326000,"[""YouTube""]","[""\u30a6\u30a7\u30d6\u3068\u30a2\u30d7\u30ea\u306e\u30a2\u30af\u30c6\u30a3\u30d3\u30c6\u30a3"", ""YouTube \u306e\u518d\u751f\u5c65\u6b74"", ""YouTube \u306e\u691c\u7d22\u5c65\u6b74""]",7:25 で再生済み,"[{""name"": ""Google \u5e83\u544a\u304b\u3089""}]",H&M
